department,n_years,temp_avg_mean,temp_avg_slope_yr,temp_avg_slope_decade,temp_avg_pvalue,temp_avg_r2,temp_max_mean,temp_max_slope_yr,temp_max_slope_decade,temp_max_pvalue,temp_max_r2,precip_mean,precip_slope_yr,precip_slope_decade,precip_pvalue,precip_r2,extreme_heat_mean,extreme_heat_slope_yr,extreme_heat_slope_decade,extreme_heat_pvalue,extreme_heat_r2,temp_avg_sig,temp_max_sig,precip_sig,extreme_heat_sig
Essonne,33,13.196883,0.046830336677835566,0.46830336677835566,0.012755570603844794,0.18395311897739897,18.052155,0.05140288086498339,0.5140288086498339,0.0254797027413947,0.15090173922567995,0.003225981,-3.62E-06,-3.62E-05,0.7722825779798125,0.00274165419618122,2.6666666666666665,0.03241978609625479,0.3241978609625479,0.6268068694155648,0.007720260027832326,*,*,,
Ardennes,33,11.859614,0.046738251645296366,0.4673825164529637,0.010248126891050246,0.1942758482881385,16.550512,0.053371316608897094,0.5337131660889709,0.015858300253410042,0.17361610917623582,0.008066139,-5.24E-05,-0.000524193,0.06942207722854557,0.10242253853067074,0.9090909090909091,0.03643048128342226,0.36430481283422256,0.23726556717239125,0.04475424903567937,*,*,?,
Seine_et_Marne,33,12.9369135,0.04668303447611073,0.4668303447611073,0.010516520962279,0.1930603591483342,17.791685,0.051637411755035195,0.516374117550352,0.02241880404652266,0.15705602342419944,0.003499574,-8.76E-06,-8.76E-05,0.4868930139870957,0.015721328634491938,2.303030303030303,0.02740641711229738,0.27406417112297377,0.6423500618635266,0.00704557901442926,*,*,,
Eure_et_Loir,33,12.334142,0.04667417824586952,0.46674178245869524,0.010034925919544527,0.19526351791140306,17.023499,0.05009067855416631,0.5009067855416631,0.027789563797849595,0.14672049226474304,0.016122248,-1.71E-05,-0.000170549,0.8086641194871368,0.0019203989441860525,1.5454545454545454,0.02540106951871301,0.2540106951871301,0.5184296634002417,0.013577553783662655,*,*,,
Ille_et_Vilaine,33,12.356144,0.04655802632398006,0.4655802632398006,0.01018316245781215,0.19457468059470384,16.903183,0.05181414398917379,0.5181414398917379,0.026701585170838562,0.14864558667671046,0.012869672,-3.34E-05,-0.00033393,0.5385776681366194,0.012321010718058467,1.7878787878787878,0.04645721925133385,0.4645721925133385,0.232615229591687,0.04563153419826105,*,*,,
Creuse,33,11.371609,0.04631030846406946,0.4631030846406946,0.0058028207970816075,0.2207376002208058,16.125153,0.05093370720664318,0.5093370720664319,0.021763099104993643,0.15848116686567493,0.01776816,-6.17E-05,-0.000616947,0.37250159467964705,0.02573414373052263,0.3939393939393939,-0.003008021,-0.030080214,0.9032298971143273,0.00048448066862338823,**,*,,
Oise,33,12.419801,0.0462396077931234,0.46239607793123405,0.012930676645207088,0.18330772868599943,17.130827,0.05144016723581676,0.5144016723581676,0.023485141280382187,0.15482332195006232,0.018826552,-4.21E-05,-0.000421333,0.5306758495003836,0.012803800931734277,1.7272727272727273,0.008355614973259939,0.0835561497325994,0.877555655521978,0.0007778585367795854,*,*,,
Pas_de_Calais,33,11.817491,0.04614811625710017,0.4614811625710017,0.015894171562839447,0.17350850255277717,16.267202,0.05253519635786848,0.5253519635786847,0.021770155487875247,0.15846560766554385,0.011528569,-2.76E-05,-0.000276027,0.5193024458857749,0.013521360367714674,1.4242424242424243,0.014037433155078551,0.14037433155078552,0.7841795278408319,0.002455930617639601,*,*,,
Orne,33,11.4244995,0.04599194730666731,0.4599194730666731,0.008509356054671543,0.20298619862687795,15.867054,0.05232598596715506,0.5232598596715506,0.020489728687096222,0.16137296149686975,0.015624175,-4.96E-05,-0.000495948,0.4057550378483361,0.022403913627855987,0.6363636363636364,-0.007018717,-0.070187166,0.7677712395565801,0.002854442833471249,**,*,,
Eure,33,11.956559,0.045883027308763535,0.45883027308763535,0.01167592280665828,0.1881328442637149,16.480278,0.051123388629544526,0.5112338862954453,0.02386769002759238,0.15404647833171237,0.012903715,-2.98E-05,-0.00029779,0.5457855223914791,0.011891570793098327,1.1515151515151516,0.009024064171120384,0.09024064171120383,0.7873312160395245,0.00238305903274183,*,*,,
Charente_Maritime,33,14.316442,0.045795755590346036,0.4579575559034604,0.010564949308146252,0.1928442383070902,18.45349,0.04748600147624583,0.47486001476245826,0.030160196825791012,0.14277067583562675,0.014073595,1.9389050757451245e-05,0.00019389050757451245,0.7610086973629,0.0030281385299409935,2.4545454545454546,0.03943850267379453,0.3943850267379453,0.4237428917341438,0.02075879013405868,*,*,,
Loire_Atlantique,33,13.076388,0.04521792043338988,0.4521792043338988,0.01429982260528715,0.17853554885730338,17.55471,0.048300176062046965,0.4830017606204696,0.0388263427999142,0.1305580077150048,0.011368805,4.9739692890586604e-06,4.97396928905866e-05,0.9219952563129185,0.00031428415933487663,2.6363636363636362,0.05581550802138531,0.5581550802138531,0.28902809612256847,0.036179635933413556,*,*,,
Pyrenees_Atlantiques,33,11.887514,0.04510014962384887,0.4510014962384887,0.008545744178892726,0.2027869226440876,16.686207,0.04890652710103547,0.4890652710103547,0.02747810206674783,0.14726392021586687,0.017214391,1.056974487290068e-05,0.0001056974487290068,0.8834870167056409,0.0007038202079197031,0.2727272727272727,0.020387700534759044,0.20387700534759046,0.05038779962963714,0.11793230223123807,**,*,,?
Somme,33,11.929323,0.04479297278398997,0.4479297278398997,0.01646118680483513,0.1718382545397581,15.830483,0.05007578886766351,0.5007578886766351,0.023227773057551,0.15535297029959727,0.011464006,-1.73E-05,-0.000172515,0.6890410316190402,0.005235519292638879,0.48484848484848486,0.007018716577540325,0.07018716577540325,0.7496871629257147,0.0033314867042707474,*,*,,
Vendee,33,13.179872,0.04405433736382832,0.4405433736382832,0.014995711298956075,0.17627761300221656,17.557863,0.04552667950563736,0.4552667950563736,0.045682280125834064,0.12268220043504796,0.008176521,1.8619628589511418e-05,0.0001861962858951142,0.5859130862550344,0.009681627987443098,2.757575757575758,0.027740641711225696,0.27740641711225694,0.6345771795959751,0.007378288759667617,*,*,,
Calvados,33,12.011751,0.0439813127492188,0.439813127492188,0.011982155863015797,0.18691046368832698,15.67976,0.050429992178543076,0.5042999217854307,0.01992189254190088,0.16271959474535636,0.008225443,-3.70E-05,-0.00036995,0.26967521895388463,0.039152857035081645,0.36363636363636365,0.001671122994651812,0.016711229946518122,0.9043004034159505,0.0004737719830197884,*,*,,
Seine_Maritime,33,11.739072,0.04347389968321149,0.4347389968321149,0.01607224497656568,0.17297779200278607,15.590023,0.04903084135310398,0.4903084135310398,0.024279452530425426,0.15322383340009216,0.012702949,-2.92E-05,-0.000292414,0.552654685075336,0.011491816773746666,0.45454545454545453,-0.001002674,-0.010026738,0.9560278467632843,9.966335931976822e-05,*,*,,
Manche,33,11.923548,0.04345972907734293,0.43459729077342935,0.010471765079010492,0.19326094833708196,15.521943,0.04993186150004998,0.4993186150004998,0.018693028032023322,0.1657670062722204,0.013604985,-6.06E-05,-0.000606373,0.22286324901827426,0.04753911631895402,0.30303030303030304,-0.011363636,-0.113636364,0.4019237044059606,0.02276785714285734,*,*,,
Gironde,33,14.794172,0.04338695690593525,0.4338695690593525,0.01469409886818525,0.17724347757914038,19.055021,0.04605376879799061,0.46053768797990613,0.03699424656595292,0.13289762571467534,0.017747145,4.4572357596319377e-05,0.0004457235759631938,0.584877359952235,0.009734981322789271,2.5757575757575757,0.06016042780748394,0.6016042780748394,0.25280459138658745,0.04196253419169449,*,*,,
Morbihan,33,12.654201,0.0423881178871183,0.423881178871183,0.014019562917848866,0.1794751928616538,16.300436,0.0461622505264473,0.46162250526447296,0.028053206203984934,0.14626515973682452,0.007961861,8.667634307029811e-07,8.667634307029812e-06,0.978727371603547,2.3307831705010607e-05,0.45454545454545453,-0.013034759,-0.130347594,0.48584697567946034,0.015796360917247565,*,*,,
Landes,33,14.790737,0.041637822587221,0.41637822587220996,0.014516325281108858,0.1778218320413376,19.44807,0.04434822587405798,0.4434822587405798,0.041968914198347085,0.1267891751033169,0.018827846,2.0086179788720272e-05,0.00020086179788720272,0.8123636527306849,0.0018455259748807462,2.757575757575758,0.06483957219250903,0.6483957219250903,0.22237906347894165,0.04763632558830333,*,*,,
Cotes_d_Armor,33,11.668047,0.04010945622296128,0.4010945622296128,0.01358576389872401,0.18096619882839515,15.181321,0.04534979427561884,0.4534979427561884,0.024648988881468867,0.1524971170381263,0.025212763,-1.46E-05,-0.000145981,0.867694549062173,0.0009093459204900789,0.15151515151515152,0.0026737967914430396,0.026737967914430394,0.7462540289555754,0.0034266133637922414,*,*,,
Finistere,33,11.828908,0.03795916957651112,0.3795916957651112,0.013736818092724968,0.18044183404186176,14.835916,0.04183714657543681,0.41837146575436807,0.02704094013318018,0.1480369724540621,0.01015637,1.6110632811389908e-05,0.0001611063281138991,0.6317178571755648,0.007503028916055254,0.09090909090909091,-0.002673797,-0.026737968,0.7099352193853827,0.004524886877827705,*,*,,
